Gene,adatcodoncount,adatcodonfreq,proteinlennucleotides,ADAT_transformed_ordered_pvalues,ADAT_pvalues_raw,chisquareadatenrichedstatus,expected_adat_codons,observed_adat_codons,protein_length_AA,feature
CCDS309.1,28,0.09090909090909091,924,0.8610175397068186,0.1389824602931814,nonsignificant,37,28,308,gene
CCDS310.1,34,0.12274368231046931,831,0.5766603584175565,0.4233396415824435,nonsignificant,39,34,277,gene
CCDS311.1,42,0.11931818181818182,1056,0.834482141302534,0.16551785869746605,nonsignificant,52,42,352,gene
CCDS312.1,25,0.11904761904761904,630,0.6386895714738211,0.3613104285261789,nonsignificant,30,25,210,gene
CCDS313.1,18,0.140625,384,0.34527915398142317,0.6547208460185768,nonsignificant,20,18,128,gene
CCDS314.1,31,0.11439114391143912,813,0.8816501872643716,0.11834981273562842,nonsignificant,41,31,271,gene
CCDS315.1,84,0.21212121212121213,1188,-0.9967688689327443,0.0032311310672556745,enriched,61,84,396,gene
CCDS316.1,62,0.10801393728222997,1722,0.9957901549014218,0.00420984509857829,nonsignificant,89,62,574,gene
CCDS318.1,89,0.2594752186588921,1029,-0.9999980916647655,1.9083352345314023e-06,enriched,54,89,343,gene
CCDS319.1,11,0.102803738317757,321,0.4209002580460812,0.5790997419539188,nonsignificant,13,11,107,gene
CCDS320.1,9,0.125,216,0.24817036595415076,0.7518296340458492,nonsignificant,10,9,72,gene
CCDS321.1,103,0.21413721413721415,1443,-0.9999780794957135,2.1920504286482046e-05,enriched,68,103,481,gene
CCDS322.1,31,0.14832535885167464,627,-0.5585816732179464,0.4414183267820536,nonsignificant,27,31,209,gene
CCDS324.1,34,0.11805555555555555,864,0.13422762500737861,0.8657723749926214,nonsignificant,35,34,288,gene
CCDS325.1,26,0.24528301886792453,318,-0.9954913016350958,0.004508698364904238,nonsignificant,15,26,106,gene
CCDS326.1,23,0.1419753086419753,486,0.16174351361417372,0.8382564863858263,nonsignificant,24,23,162,gene
CCDS327.1,79,0.13763066202090593,1722,0.791587196315855,0.208412803684145,nonsignificant,91,79,574,gene
CCDS328.1,78,0.13829787234042554,1692,0.7940967892679354,0.20590321073206466,nonsignificant,90,78,564,gene
CCDS329.1,121,0.32439678284182305,1119,-0.9999999998700192,1.2998084072533774e-10,enriched,68,121,373,gene
CCDS330.1,89,0.11469072164948453,2328,0.980791748902986,0.01920825109701392,nonsignificant,114,89,776,gene
CCDS331.1,72,0.12224108658743633,1767,0.8922017861225897,0.10779821387741027,nonsignificant,87,72,589,gene
CCDS333.1,60,0.12121212121212122,1485,0.3829249225480261,0.6170750774519739,nonsignificant,64,60,495,gene
CCDS334.1,312,0.2156185210780926,4341,-0.9999999998874245,1.1257554740207198e-10,enriched,217,312,1447,gene
CCDS335.1,310,0.21572720946416143,4311,-0.999999999840385,1.596150052898359e-10,enriched,216,310,1437,gene
CCDS336.1,100,0.2012072434607646,1491,-0.9961075828772213,0.003892417122778637,nonsignificant,75,100,497,gene
CCDS337.1,76,0.2889733840304182,789,-0.999999953990757,4.60092429500253e-08,enriched,41,76,263,gene
CCDS338.1,140,0.11794439764111204,3561,0.9878907162494306,0.012109283750569367,nonsignificant,173,140,1187,gene
CCDS340.1,42,0.11731843575418995,1074,0.7924215576643795,0.20757844233562053,nonsignificant,51,42,358,gene
CCDS341.1,19,0.07851239669421488,726,0.9110269882981867,0.08897301170181328,nonsignificant,28,19,242,gene
CCDS342.1,20,0.14925373134328357,402,-0.1814541916179565,0.8185458083820435,nonsignificant,19,20,134,gene
CCDS343.1,83,0.17735042735042736,1404,-0.9982191297794202,0.0017808702205797816,enriched,59,83,468,gene
CCDS344.1,116,0.27230046948356806,1278,-0.9999999073183506,9.268164937119111e-08,enriched,71,116,426,gene
CCDS345.1,48,0.16842105263157894,855,-0.9294539995431341,0.07054600045686589,nonsignificant,37,48,285,gene
CCDS347.1,207,0.17009038619556285,3651,-0.9239585241697568,0.07604147583024319,nonsignificant,183,207,1217,gene
CCDS348.1,11,0.06547619047619048,504,0.9876566396465449,0.012343360353455044,nonsignificant,23,11,168,gene
CCDS350.1,57,0.12837837837837837,1332,0.7320619159658235,0.2679380840341765,nonsignificant,66,57,444,gene
CCDS352.1,78,0.1452513966480447,1611,0.26111731963647267,0.7388826803635273,nonsignificant,81,78,537,gene
CCDS353.1,69,0.12614259597806216,1641,-0.28807684930780997,0.71192315069219,nonsignificant,66,69,547,gene
CCDS355.1,61,0.13062098501070663,1401,0.10105970196787373,0.8989402980321263,nonsignificant,62,61,467,gene
CCDS357.1,58,0.17791411042944785,978,-0.9920680764672047,0.007931923532795277,nonsignificant,41,58,326,gene
CCDS359.1,84,0.16470588235294117,1530,-0.9290485075726944,0.07095149242730561,nonsignificant,69,84,510,gene
CCDS360.1,63,0.13043478260869565,1449,-0.7192873347315072,0.2807126652684928,nonsignificant,55,63,483,gene
CCDS361.1,37,0.18877551020408162,588,-0.8626051741441992,0.13739482585580076,nonsignificant,29,37,196,gene
CCDS362.1,50,0.18587360594795538,807,-0.9887701133470833,0.011229886652916672,nonsignificant,35,50,269,gene
CCDS366.1,41,0.09624413145539906,1278,0.9743988708224443,0.02560112917755574,nonsignificant,58,41,426,gene
CCDS368.1,63,0.11909262759924386,1587,0.5972163057535244,0.40278369424647564,nonsignificant,70,63,529,gene
CCDS370.1,38,0.1958762886597938,582,-0.9982382980785662,0.001761701921433807,enriched,23,38,194,gene
CCDS371.1,54,0.242152466367713,669,-0.983690828122245,0.016309171877754998,nonsignificant,39,54,223,gene
CCDS373.1,45,0.19313304721030042,699,-0.8115545827572976,0.18844541724270242,nonsignificant,37,45,233,gene
CCDS374.1,45,0.1875,720,-0.8115545827572976,0.18844541724270242,nonsignificant,37,45,240,gene
CCDS375.1,75,0.16268980477223427,1383,-0.6716068416446903,0.32839315835530963,nonsignificant,67,75,461,gene
CCDS376.1,107,0.22478991596638656,1428,-0.9999977486522125,2.251347787483001e-06,enriched,68,107,476,gene
CCDS377.1,110,0.26128266033254155,1263,-0.999999201852951,7.981470489727563e-07,enriched,69,110,421,gene
CCDS378.1,175,0.20372526193247964,2577,-0.9872746467170891,0.012725353282910868,nonsignificant,145,175,859,gene
CCDS379.1,64,0.19753086419753085,972,-0.9920445614289906,0.007955438571009409,nonsignificant,46,64,324,gene
CCDS380.1,691,0.19810779816513763,10464,-1.0,4.770549194311049e-19,enriched,493,691,3488,gene
CCDS381.1,64,0.15647921760391198,1227,-0.48491772129035693,0.5150822787096431,nonsignificant,59,64,409,gene
CCDS382.1,64,0.23357664233576642,822,-0.9999375095860444,6.249041395554193e-05,enriched,39,64,274,gene
CCDS383.1,60,0.2247191011235955,801,-0.9998439111724905,0.0001560888275095426,enriched,37,60,267,gene
CCDS384.1,70,0.25830258302583026,813,-0.9999997909283881,2.0907161196514523e-07,enriched,38,70,271,gene
CCDS388.1,69,0.09745762711864407,2124,0.9900784954617312,0.009921504538268757,nonsignificant,94,69,708,gene
CCDS389.1,135,0.08715300193673338,4647,0.9999994394798079,5.605201921709766e-07,depleted,207,135,1549,gene
CCDS390.1,138,0.13142857142857142,3150,0.8884162055109364,0.11158379448906365,nonsignificant,158,138,1050,gene
CCDS392.1,163,0.2232876712328767,2190,-0.999945041592503,5.4958407497047246e-05,enriched,119,163,730,gene
CCDS394.1,35,0.17326732673267325,606,-0.7347946074084957,0.2652053925915044,nonsignificant,29,35,202,gene
CCDS395.1,38,0.16521739130434782,690,-0.615911750526148,0.384088249473852,nonsignificant,33,38,230,gene
CCDS396.1,76,0.056716417910447764,4020,0.9999999998983682,1.01631767676806e-10,depleted,157,76,1340,gene
CCDS397.1,86,0.09976798143851508,2586,0.9993563024745303,0.0006436975254696885,depleted,124,86,862,gene
CCDS398.1,153,0.17832167832167833,2574,-0.9838430687388187,0.016156931261181322,nonsignificant,126,153,858,gene
CCDS399.1,76,0.08826945412311266,2583,0.9999939752303421,6.024769657969243e-06,depleted,127,76,861,gene
CCDS400.1,49,0.07814992025518341,1881,0.9999949472964595,5.052703540469839e-06,depleted,93,49,627,gene
CCDS401.1,79,0.18329466357308585,1293,-0.9691500005631251,0.030849999436874987,nonsignificant,62,79,431,gene
CCDS402.1,76,0.2087912087912088,1092,-0.9972449228964391,0.0027550771035609275,enriched,54,76,364,gene
CCDS403.1,106,0.15056818181818182,2112,-0.3811766067456758,0.6188233932543242,nonsignificant,101,106,704,gene
CCDS404.1,23,0.1270718232044199,543,0.16174351361417372,0.8382564863858263,nonsignificant,24,23,181,gene
CCDS405.1,91,0.09518828451882845,2868,0.9747796973946092,0.025220302605390797,nonsignificant,115,91,956,gene
CCDS406.1,41,0.2469879518072289,498,-0.9967362830983297,0.0032637169016702335,enriched,26,41,166,gene
CCDS407.1,77,0.17660550458715596,1308,-0.943220176525643,0.05677982347435696,nonsignificant,62,77,436,gene
CCDS408.1,26,0.20967741935483872,372,-0.94065356120808,0.05934643879191998,nonsignificant,18,26,124,gene
CCDS410.1,37,0.16517857142857142,672,-0.8626051741441992,0.13739482585580076,nonsignificant,29,37,224,gene
CCDS411.1,43,0.16666666666666666,774,-0.5826958343725956,0.41730416562740436,nonsignificant,38,43,258,gene
CCDS412.1,188,0.23979591836734693,2352,-0.9999999909357581,9.06424189422212e-09,enriched,124,188,784,gene
CCDS413.1,207,0.24731182795698925,2511,-0.9999999999855527,1.4447309825448235e-11,enriched,130,207,837,gene
CCDS414.1,211,0.24421296296296297,2592,-0.9999999999710444,2.8955579301500215e-11,enriched,134,211,864,gene
CCDS416.1,229,0.24891304347826088,2760,-0.9999999999999961,3.8385617318804135e-15,enriched,137,229,920,gene
CCDS417.1,107,0.17833333333333334,1800,-0.9571743907691086,0.042825609230891355,nonsignificant,88,107,600,gene
CCDS418.1,12,0.0594059405940594,606,0.9939604409513432,0.006039559048656826,nonsignificant,26,12,202,gene
CCDS419.1,38,0.09571788413098237,1191,0.931296425677122,0.06870357432287802,nonsignificant,51,38,397,gene
CCDS421.1,61,0.08333333333333333,2196,0.9997430647098065,0.0002569352901935866,depleted,97,61,732,gene
CCDS423.1,25,0.12254901960784313,612,0.5423859331236852,0.4576140668763148,nonsignificant,29,25,204,gene
CCDS424.1,43,0.15302491103202848,843,0.11983154509327454,0.8801684549067255,nonsignificant,44,43,281,gene
CCDS425.1,60,0.20270270270270271,888,-0.9904712086136782,0.009528791386321823,nonsignificant,43,60,296,gene
CCDS426.1,53,0.2245762711864407,708,-0.9988798651172889,0.0011201348827110807,enriched,34,53,236,gene
CCDS428.1,59,0.11752988047808766,1506,-0.1044670968329563,0.8955329031670437,nonsignificant,58,59,502,gene
CCDS429.1,17,0.06692913385826772,762,0.9823779090376756,0.017622090962324415,nonsignificant,30,17,254,gene
CCDS430.1,41,0.1025,1200,0.9409417709094635,0.059058229090536506,nonsignificant,55,41,400,gene
CCDS431.1,7,0.0673076923076923,312,0.9386311708605977,0.0613688291394023,nonsignificant,14,7,104,gene
CCDS432.1,40,0.07751937984496124,1548,0.9995191253821212,0.0004808746178788023,depleted,69,40,516,gene
CCDS433.1,26,0.13471502590673576,579,0.5347911815478583,0.4652088184521417,nonsignificant,30,26,193,gene
CCDS434.1,8,0.07476635514018691,321,0.834482141302534,0.16551785869746605,nonsignificant,13,8,107,gene
CCDS435.1,602,0.11084514822316333,16293,0.999992028114229,7.971885770946991e-06,depleted,722,602,5431,gene
CCDS437.1,95,0.23573200992555832,1209,-0.9999937715012304,6.22849876963124e-06,enriched,60,95,403,gene
CCDS438.1,96,0.14883720930232558,1935,-0.24426438242627302,0.755735617573727,nonsignificant,93,96,645,gene
CCDS439.1,90,0.2735562310030395,987,-0.9997952393871243,0.00020476061287564678,enriched,61,90,329,gene
CCDS440.1,78,0.21138211382113822,1107,-0.996716539013931,0.0032834609860690426,enriched,56,78,369,gene
CCDS441.1,37,0.19270833333333334,576,-0.9986162087598353,0.0013837912401647972,enriched,22,37,192,gene
CCDS442.1,38,0.12794612794612795,891,0.0,1.0,nonsignificant,38,38,297,gene
CCDS443.1,40,0.13245033112582782,906,-0.25439721107253854,0.7456027889274615,nonsignificant,38,40,302,gene
CCDS444.1,94,0.23325062034739455,1209,-0.9999886326304424,1.1367369557661892e-05,enriched,60,94,403,gene
CCDS445.1,124,0.23938223938223938,1554,-0.9999995870638905,4.1293610949328796e-07,enriched,79,124,518,gene
CCDS446.1,120,0.22598870056497175,1593,-0.9993532508774235,0.0006467491225764771,enriched,88,120,531,gene
CCDS447.1,37,0.12052117263843648,921,0.5595993018609967,0.4404006981390033,nonsignificant,42,37,307,gene
CCDS448.1,121,0.06318537859007833,5745,0.9999999999998499,1.501322138936881e-13,depleted,234,121,1915,gene
CCDS449.1,33,0.06932773109243698,1428,0.9998933753004978,0.0001066246995021925,depleted,64,33,476,gene
CCDS450.1,98,0.14202898550724638,2070,-0.2417605363850881,0.7582394636149119,nonsignificant,95,98,690,gene
CCDS451.1,42,0.09767441860465116,1290,0.9643505114511105,0.03564948854888945,nonsignificant,58,42,430,gene
CCDS453.1,38,0.10160427807486631,1122,0.9606404911117503,0.03935950888824967,nonsignificant,53,38,374,gene
CCDS454.1,29,0.07651715039577836,1137,0.9672373549211402,0.032762645078859856,nonsignificant,43,29,379,gene
CCDS455.1,63,0.1875,1008,-0.9071080591162952,0.09289194088370473,nonsignificant,51,63,336,gene
CCDS456.1,188,0.27011494252873564,2088,-0.999999999999897,1.0299116303420236e-13,enriched,110,188,696,gene
CCDS458.1,42,0.22702702702702704,555,-0.7632764293621461,0.23672357063785393,nonsignificant,35,42,185,gene
CCDS459.1,75,0.1266891891891892,1776,0.4238498779694213,0.5761501220305787,nonsignificant,80,75,592,gene
CCDS460.1,81,0.19852941176470587,1224,-0.9974726533471745,0.0025273466528254553,enriched,58,81,408,gene
CCDS461.1,107,0.18074324324324326,1776,-0.9571743907691086,0.042825609230891355,nonsignificant,88,107,592,gene
CCDS462.1,44,0.24581005586592178,537,-0.9946543231273457,0.005345676872654248,nonsignificant,29,44,179,gene
CCDS463.1,496,0.20606564187785625,7221,-0.9999999698875055,3.01124945525922e-08,enriched,387,496,2407,gene
CCDS464.1,24,0.21238938053097345,339,-0.842700792949719,0.15729920705028105,nonsignificant,18,24,113,gene
CCDS465.1,29,0.25,348,-0.9963906530640546,0.00360934693594544,enriched,17,29,116,gene
CCDS467.1,56,0.15300546448087432,1098,-0.4209002580460812,0.5790997419539188,nonsignificant,52,56,366,gene
CCDS469.1,20,0.11235955056179775,534,0.4683854231183877,0.5316145768816123,nonsignificant,23,20,178,gene
CCDS470.1,44,0.13538461538461538,975,-0.2423792763166034,0.7576207236833966,nonsignificant,42,44,325,gene
CCDS471.1,55,0.24444444444444444,675,-0.9941801830459901,0.0058198169540098505,nonsignificant,38,55,225,gene
CCDS473.1,31,0.155,600,-0.14486785941529412,0.8551321405847059,nonsignificant,30,31,200,gene
CCDS474.1,8,0.11940298507462686,201,-0.2945430138887266,0.7054569861112734,nonsignificant,7,8,67,gene
CCDS475.1,75,0.15756302521008403,1428,-0.3650082092553457,0.6349917907446543,nonsignificant,71,75,476,gene
CCDS476.1,37,0.12982456140350876,855,-0.5137656786117027,0.48623432138829725,nonsignificant,33,37,285,gene
CCDS477.1,123,0.24949290060851928,1479,-0.9999996517125022,3.48287497867635e-07,enriched,78,123,493,gene
CCDS478.1,29,0.09446254071661238,921,0.7566549908512408,0.24334500914875917,nonsignificant,36,29,307,gene
CCDS479.1,117,0.16738197424892703,2097,-0.7584334130310305,0.2415665869689695,nonsignificant,105,117,699,gene
CCDS480.1,47,0.21363636363636362,660,-0.7998151958224244,0.2001848041775755,nonsignificant,39,47,220,gene
CCDS481.1,16,0.14035087719298245,342,0.36264811176606293,0.6373518882339371,nonsignificant,18,16,114,gene
CCDS482.1,221,0.19402985074626866,3417,-0.9999566835550656,4.331644493439204e-05,enriched,168,221,1139,gene
CCDS483.1,132,0.20754716981132076,1908,-0.9996201644710048,0.00037983552899518985,enriched,97,132,636,gene
CCDS484.1,90,0.18,1500,-0.8615232849678871,0.13847671503211287,nonsignificant,77,90,500,gene
CCDS485.1,55,0.19642857142857142,840,-0.9895943801311264,0.010405619868873605,nonsignificant,39,55,280,gene
CCDS491.1,136,0.12769953051643193,3195,0.3853934156595672,0.6146065843404328,nonsignificant,142,136,1065,gene
CCDS492.1,77,0.2047872340425532,1128,-0.9949877128545114,0.0050122871454886765,nonsignificant,56,77,376,gene
CCDS493.1,83,0.18651685393258427,1335,-0.9493828219476823,0.05061717805231766,nonsignificant,67,83,445,gene
CCDS494.1,78,0.19948849104859334,1173,-0.9913637832396804,0.008636216760319594,nonsignificant,58,78,391,gene
CCDS495.1,55,0.19784172661870503,834,-0.9822939341926333,0.017706065807366642,nonsignificant,40,55,278,gene
CCDS496.1,82,0.19069767441860466,1290,-0.9650200553645564,0.034979944635443676,nonsignificant,65,82,430,gene
CCDS497.1,75,0.20833333333333334,1080,-0.9974883337369774,0.002511666263022618,enriched,53,75,360,gene
CCDS498.1,80,0.1932367149758454,1242,-0.9777458751769008,0.022254124823099214,nonsignificant,62,80,414,gene
CCDS499.1,24,0.14035087719298245,513,0.0,1.0,nonsignificant,24,24,171,gene
CCDS500.1,23,0.14743589743589744,468,-0.16882959045823764,0.8311704095417624,nonsignificant,22,23,156,gene
CCDS501.1,66,0.2986425339366516,663,-0.9999055187060851,9.44812939149016e-05,enriched,41,66,221,gene
CCDS502.1,68,0.29694323144104806,687,-0.9998624118696746,0.000137588130325423,enriched,43,68,229,gene
CCDS503.1,175,0.18153526970954356,2892,-0.9872746467170891,0.012725353282910868,nonsignificant,145,175,964,gene
CCDS504.1,74,0.1510204081632653,1470,0.7247664759251689,0.27523352407483115,nonsignificant,84,74,490,gene
CCDS505.1,55,0.2669902912621359,618,-0.9984580304310601,0.0015419695689399518,enriched,36,55,206,gene
CCDS506.1,85,0.22788203753351208,1119,-0.9998935013381601,0.000106498661839818,enriched,56,85,373,gene
CCDS507.1,65,0.21103896103896103,924,-0.9858620305440885,0.014137969455911475,nonsignificant,48,65,308,gene
CCDS508.1,43,0.11025641025641025,1170,0.8943545707981236,0.1056454292018764,nonsignificant,55,43,390,gene
CCDS509.1,62,0.13247863247863248,1404,0.4586992719527768,0.5413007280472232,nonsignificant,67,62,468,gene
CCDS510.1,91,0.16049382716049382,1701,-0.7334794741949924,0.2665205258050076,nonsignificant,81,91,567,gene
CCDS511.1,64,0.2302158273381295,834,-0.998637454977221,0.0013625450227790184,enriched,43,64,278,gene
CCDS512.1,109,0.15013774104683195,2178,-0.4456119471879918,0.5543880528120082,nonsignificant,103,109,726,gene
CCDS513.1,34,0.16267942583732056,627,-0.8833355352189766,0.11666446478102341,nonsignificant,26,34,209,gene
CCDS514.1,112,0.23628691983122363,1422,-0.999997571532527,2.4284674729758432e-06,enriched,72,112,474,gene
CCDS515.1,137,0.2117465224111283,1941,-0.9991922330966043,0.0008077669033957258,enriched,103,137,647,gene
CCDS516.1,281,0.23338870431893688,3612,-0.9999999978328045,2.1671954878077643e-09,enriched,197,281,1204,gene
CCDS517.1,52,0.11479028697571744,1359,0.9151622552034293,0.08483774479657069,nonsignificant,66,52,453,gene
CCDS518.1,50,0.1358695652173913,1104,0.41378631892686,0.58621368107314,nonsignificant,54,50,368,gene
CCDS519.1,67,0.18010752688172044,1116,-0.6338434398059395,0.3661565601940605,nonsignificant,60,67,372,gene
CCDS520.1,96,0.17550274223034734,1641,-0.8464014782942708,0.15359852170572919,nonsignificant,83,96,547,gene
